2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:42		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:43		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:44		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:45		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:46		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:47		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:48		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:49		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:50		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:51		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:52		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:53		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:54		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:55		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
2020-02-12/19:07:56		 hypothyroid_0211198_0102062112005.csv: File loaded successfully!!
